(6.674e-11, 0, 0), (1, 0, 0)
(2.0022e-10, 0, 0), (1, 0, 0)
(4.0044e-10, 0, 0), (1, 0, 0)
(6.674e-10, 0, 0), (0.999999, 0, 0)
(1.0011e-09, 0, 0), (0.999999, 0, 0)
(1.40154e-09, 0, 0), (0.999999, 0, 0)
(1.86872e-09, 0, 0), (0.999998, 0, 0)
(2.40264e-09, 0, 0), (0.999998, 0, 0)
(3.0033e-09, 0, 0), (0.999997, 0, 0)
(3.6707e-09, 0, 0), (0.999996, 0, 0)
(4.40485e-09, 0, 0), (0.999996, 0, 0)
(5.20573e-09, 0, 0), (0.999995, 0, 0)
(6.07335e-09, 0, 0), (0.999994, 0, 0)
(7.00772e-09, 0, 0), (0.999993, 0, 0)
(8.00882e-09, 0, 0), (0.999992, 0, 0)
(9.07667e-09, 0, 0), (0.999991, 0, 0)
(1.02113e-08, 0, 0), (0.99999, 0, 0)
(1.14126e-08, 0, 0), (0.999989, 0, 0)
(1.26807e-08, 0, 0), (0.999987, 0, 0)
(1.40155e-08, 0, 0), (0.999986, 0, 0)
(1.5417e-08, 0, 0), (0.999985, 0, 0)
(1.68853e-08, 0, 0), (0.999983, 0, 0)
(1.84204e-08, 0, 0), (0.999982, 0, 0)
(2.00221e-08, 0, 0), (0.99998, 0, 0)
(2.16907e-08, 0, 0), (0.999978, 0, 0)
(2.34259e-08, 0, 0), (0.999977, 0, 0)
(2.52279e-08, 0, 0), (0.999975, 0, 0)
(2.70967e-08, 0, 0), (0.999973, 0, 0)
(2.90322e-08, 0, 0), (0.999971, 0, 0)
(3.10344e-08, 0, 0), (0.999969, 0, 0)
(3.31034e-08, 0, 0), (0.999967, 0, 0)
(3.52391e-08, 0, 0), (0.999965, 0, 0)
(3.74416e-08, 0, 0), (0.999963, 0, 0)
(3.97108e-08, 0, 0), (0.99996, 0, 0)
(4.20468e-08, 0, 0), (0.999958, 0, 0)
(4.44495e-08, 0, 0), (0.999956, 0, 0)
(4.6919e-08, 0, 0), (0.999953, 0, 0)
(4.94552e-08, 0, 0), (0.999951, 0, 0)
(5.20581e-08, 0, 0), (0.999948, 0, 0)
(5.47278e-08, 0, 0), (0.999945, 0, 0)
(5.74642e-08, 0, 0), (0.999943, 0, 0)
(6.02674e-08, 0, 0), (0.99994, 0, 0)
(6.31374e-08, 0, 0), (0.999937, 0, 0)
(6.60741e-08, 0, 0), (0.999934, 0, 0)
(6.90775e-08, 0, 0), (0.999931, 0, 0)
(7.21477e-08, 0, 0), (0.999928, 0, 0)
(7.52846e-08, 0, 0), (0.999925, 0, 0)
(7.84883e-08, 0, 0), (0.999922, 0, 0)
(8.17587e-08, 0, 0), (0.999918, 0, 0)
(8.50959e-08, 0, 0), (0.999915, 0, 0)
(8.84999e-08, 0, 0), (0.999912, 0, 0)
(9.19705e-08, 0, 0), (0.999908, 0, 0)
(9.5508e-08, 0, 0), (0.999904, 0, 0)
(9.91122e-08, 0, 0), (0.999901, 0, 0)
(1.02783e-07, 0, 0), (0.999897, 0, 0)
(1.06521e-07, 0, 0), (0.999893, 0, 0)
(1.10325e-07, 0, 0), (0.99989, 0, 0)
(1.14196e-07, 0, 0), (0.999886, 0, 0)
(1.18134e-07, 0, 0), (0.999882, 0, 0)
(1.22139e-07, 0, 0), (0.999878, 0, 0)
(1.26211e-07, 0, 0), (0.999874, 0, 0)
(1.30349e-07, 0, 0), (0.99987, 0, 0)
(1.34554e-07, 0, 0), (0.999865, 0, 0)
(1.38826e-07, 0, 0), (0.999861, 0, 0)
(1.43164e-07, 0, 0), (0.999857, 0, 0)
(1.47569e-07, 0, 0), (0.999852, 0, 0)
(1.52041e-07, 0, 0), (0.999848, 0, 0)
(1.5658e-07, 0, 0), (0.999843, 0, 0)
(1.61186e-07, 0, 0), (0.999839, 0, 0)
(1.65858e-07, 0, 0), (0.999834, 0, 0)
(1.70597e-07, 0, 0), (0.999829, 0, 0)
(1.75403e-07, 0, 0), (0.999825, 0, 0)
(1.80276e-07, 0, 0), (0.99982, 0, 0)
(1.85215e-07, 0, 0), (0.999815, 0, 0)
(1.90221e-07, 0, 0), (0.99981, 0, 0)
(1.95294e-07, 0, 0), (0.999805, 0, 0)
(2.00434e-07, 0, 0), (0.9998, 0, 0)
(2.0564e-07, 0, 0), (0.999794, 0, 0)
(2.10913e-07, 0, 0), (0.999789, 0, 0)
(2.16253e-07, 0, 0), (0.999784, 0, 0)
(2.2166e-07, 0, 0), (0.999778, 0, 0)
(2.27133e-07, 0, 0), (0.999773, 0, 0)
(2.32674e-07, 0, 0), (0.999767, 0, 0)
(2.38281e-07, 0, 0), (0.999762, 0, 0)
(2.43955e-07, 0, 0), (0.999756, 0, 0)
(2.49695e-07, 0, 0), (0.99975, 0, 0)
(2.55502e-07, 0, 0), (0.999744, 0, 0)
(2.61377e-07, 0, 0), (0.999739, 0, 0)
(2.67318e-07, 0, 0), (0.999733, 0, 0)
(2.73325e-07, 0, 0), (0.999727, 0, 0)
(2.794e-07, 0, 0), (0.999721, 0, 0)
(2.85541e-07, 0, 0), (0.999714, 0, 0)
(2.91749e-07, 0, 0), (0.999708, 0, 0)
(2.98024e-07, 0, 0), (0.999702, 0, 0)
(3.04365e-07, 0, 0), (0.999696, 0, 0)
(3.10774e-07, 0, 0), (0.999689, 0, 0)
(3.17249e-07, 0, 0), (0.999683, 0, 0)
(3.23791e-07, 0, 0), (0.999676, 0, 0)
(3.30399e-07, 0, 0), (0.99967, 0, 0)
(3.37075e-07, 0, 0), (0.999663, 0, 0)
